id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,My brother is very good at math. He,n/a,won a math competition when he was 5.,has a watermelon in his shirt.,is flying out the window.,looks like Billy Bob Buddle.
n/a,My car is so fast! It,n/a,"is flying off the tesla lot, with its reputation.",can pass through walls.,took me to the future and back.,runs on rocks.
n/a,I really enjoy Christmas Day because Santa will give me a gift. Santa,n/a,is an old and lovely man.,is too old.,will receive a gift too.,is annoying.
n/a,We got our dog kiwi from the,n/a,Pet store.,New Zealand,Produce isle.,Grocery store.
n/a,I am playing a classical piece on the piano. I,n/a,turn the page in songbook,turn down the music volume,remove a piano key,wave to my mom in the recital audience
n/a,"He puts eggs, ham, and tomatoes into a pan. He",n/a,scrambles them with a spatula,cuts the tomatoes into pieces,drops the pan onto a plate,cuts the ham into pieces
n/a,A large plane is roaming over the city. The plane,n/a,leaves a trace of white smoke from its engines as it glides.,dips its nose down and start descending towards the buildings.,starts performing acrobatics.,dramatically explodes in the sky and its pieces start raining on top of the buildings.
n/a,An older gentleman in a blue shirt is painting a wooden fence. He,n/a,picks up the paint bucket and walks up the sidewalk.,is climbing the fence with his back talking.,is using a wood tree in his yard.,talk about the process that the gentleman was making.
n/a,The baseball player left the field. The player,n/a,went in the dugout.,went into the locker room.,picked up the football.,picked up the basketball.
n/a,The man is blow drying his cat. The cat,n/a,is sitting quietly and observing the man.,"tried to cut her face, so she is trying to do something very close to her face.",washes her face with the shampoo.,walks into frame and walks towards the dog.
n/a,The wise man told the boy some advice: Never,n/a,put all your eggs in one basket.,dance without a healthy computer.,listen to your mother.,eat fruit.
n/a,I stopped by the zoo the other day. I,n/a,saw the penguins.,ran with the cheetah.,swam with the penguins.,saw children in cages.
n/a,A robot vacuum can be used to clean the,n/a,floor.,tub.,sink.,Roomba.
n/a,"It's incredible how even after her brother passed away,",n/a,she stayed strong and accomplished her goals.,he congratulated her on a job well done.,she passed away again.,we all sang along.
n/a,A group of soldiers are on the battlefield. One soldier,n/a,checks his rifle and aims at one of the targets.,effervescently starts playing his new guitar that he just acquired,blasts into pieces from the missile that have just dropped.,happily hugs a dog that he found near the woods.
n/a,nine divided by three is,n/a,three,one,nine,four
n/a,I have a younger brother. I,n/a,will be twenty when he is fifteen.,am a supportive younger sister to him.,will be fifteen when is twenty.,wonder if he has any siblings.
n/a,The day looked like it was going to be a poor sailing day due to a few reasons. One of those reasons was,n/a,it was raining.,the wind was too good.,the waves were too perfect.,the sun was shining.
n/a,We organized a bonfire party. I,n/a,brought marshmallows to toast.,like to play with fire.,threw a bucket of water at the bonfire.,howled like a wolf.
n/a,He is up a tree. Someone,n/a,stands underneath the tree.,is eating some cereal.,grabs a flower from a paper.,is at a pool table holding a cup.
n/a,The child happily runs around the playground. Suddenly he,n/a,falls down and begins to cry.,keeps running with joy.,trips and dies.,stops to reflect on his life.
n/a,John created a t-shirt for his own company and employees. He,n/a,gave them to his subordinates.,set them on fire.,threw them away.,wore them himself and did not give them to anyone else.
n/a,A kid is wearing boxing gloves. There,n/a,is a man wearing a white shirt kneeling down in front of him.,are people sitting and playing.,is talking onto a cell phone.,are playing a saxophone together.
n/a,"The students are taking a math class, the teacher",n/a,talks about the history of Egoroff's theorem.,teaches them singing.,asks them to write an article about politics.,votes for Trump.
n/a,The dogs roll around on the floor. They,n/a,want to get their bellies scratched.,just found a brand new stick to play fetch with.,haven't eaten in days and want to be fed.,are trying to catch the squirrel.
n/a,Harry was feeling really sick. He,n/a,lied down and fell asleep,went to a party with friends,went outside for a run,lifted weights
n/a,An old man puts on a scarf and grabs his lunch. He then,n/a,braces for his walk to work,robs a convenience store at gun point.,goes back to sleep.,puts on his skis and gets on the chair lift.
n/a,The man planned to propose to his boyfriend and was carrying a gold engagement band. The man,n/a,"was disappointed to learn that his reservation for dinner, which was supposed to mark the start of a perfect night, had been cancelled.",looked at the organisms in his microscope.,began mining the gold ore with his boyfriend to replace the engagement ring.,finally got a drummer for his rock band.
n/a,Two men play chess in a park. They,n/a,reach a stalemate,each eat a three course dinner,each feed the birds,laugh uncontrollably
n/a,Steve is studying and Mary is cooking. Steve,n/a,is learning about integrals.,dices onions on the cutting board.,makes tomato soup.,is a good husband.
n/a,I drink too much alcohol. I,n/a,might be an alcoholic.,am in the fourth grade.,am in the 4th grade.,have a crush on a bartender.
n/a,Poor boy is suffering from anorexia. He,n/a,will not eat dinner tonight,will go to a restaurant for dinner tonight,will watch a movie and eat popcorns tonight,will run a marathon tonight
n/a,I went to Japan and had some Lucky Charms. The bowl was,n/a,round.,very charming.,hungry and keeps asking for more lucky charms.,intended to ward off evil spirits.
n/a,"He loves painting very much, he",n/a,admires Daqian Zhang most.,doesn't like eating hamburgers.,thinks Industrial Revolution is one of the most important events during the art history.,thinks Justin Bieber is the most successful person.
n/a,I want to get on the WiFi. I,n/a,ask for the password.,search the Internet for how to get on the WiFi.,steal someone's brain who knows the password.,write code to go through every password possibility until I find it.
n/a,Don't put all your eggs in one basket. You should,n/a,Leave yourself options,place them separately,keep them in a nest,put them in different baskets
n/a,The soccer player almost scored the goal to win the game. The soccer player,n/a,lost the game.,won the game.,suddenly started running in the opposite direction.,stopped running completely.
n/a,The man goes to the zoo with his children. They,n/a,saw some animals.,burn the zoo down along with the animals.,are killing the man.,hate the zoo.
n/a,Dan goes to the gym. Dan,n/a,works his pecs,Lifts a building,runs out of macaroni,Lifts 80 giraffes
n/a,The kid hit his father's new car. The father,n/a,got mad,sold his child,fired his kid,rewarded the kid
n/a,A man walks into Target with a basket in his grip. The man,n/a,buys laundry detergent that is on sale.,gets a free giraffe from the salesperson.,eats the basket.,uses the basket as target practice.
n/a,Moths are a common species of insects. Moths,n/a,are drawn to lights.,oranges.,are dogs.,hurt walls of passion.
n/a,Two boys are racing remote control cars around a track. They,n/a,like playing with toys.,love bicycles.,love running for their track team.,are driving a stick-shift.
n/a,"We needed a good estimate for the height of the tree, so we",n/a,measured the length of its shadow.,chopped it down.,had a picnic under the tree instead.,used a ruler to tap it a few times.
n/a,My phone is dying. I,n/a,need to charge it.,am so sorry.,wish I have a cat.,had salad for lunch.
n/a,Many animals have been domestically trained for generations. Sea horses,n/a,"have not, though.",swiftly cross the fields.,are known to pull wagons.,can be trained to race.
n/a,Dan pees outside. Dan,n/a,gets a ticket,kills a toilet,rides a giraffe,is a water tower
n/a,Today I was asked whether I would kill one man to save ten. I said,n/a,"I would not kill the man, because the ends do not justify the means.","I would not kill the man, because he has been kind to me.","I would kill the man, because poverty is a big problem in the world.","I would kill the man, because when life gives you lemons, make lemonade."
