id,question,concept,true_answer,wrong1,wrong2,wrong3
n/a,The elephant roamed the savannah with its children. The elephant,n/a,desperately needed to find food.,drove across the desert with tourists visiting for a safari.,desperately needed to find a bathroom.,made a startled noise when it suddenly found itself in a children's book store.
n/a,Bob has gathered in the crowd near the starting line to watch the runners run the race. He,n/a,will cheer the runners on.,will start running the race.,will go home and play chess.,will advertise his product for athletes.
n/a,Kelly is about to get on stage and perform.,n/a,"Her friend says ""Break a leg!""",Her friend calls.,She's grounded for coming home late last night.,She walks in circles.
n/a,A boy is at the zoo. He,n/a,gets lost and an employee helps him find his mom.,goes to the unicorn exhibit.,plays tag with the monkeys.,feeds the tigers from his hand.
n/a,Percy's cat walks through the corridor. The cat,n/a,leaps into my arm and starts licking my hand,found his tail where he left it,is now facing a big decision,was enjoying the party thrown in his honour
n/a,A dog wags his tail. He is,n/a,a very happy dog.,dog dog dog.,barking like a human.,a dog who speaks although this dog has more dog features than most dogs.
n/a,The librarian hands the student a book. The librarian,n/a,recommends the book.,doesn't want the student to read the book.,tells the student's teacher that the student can't read.,wants the student to throw the book at her.
n/a,Josie's computer has a virus. She should,n/a,get it fixed from a store,break her laptop so she doesn't have a virus anymore,ignore the virus and risk her information,demand her friends to fix is for her
n/a,A very friendly neighborhood woman is mowing the lawn when a child walks nearby. The woman,n/a,smiles and says hello.,picks up a nearby potted plant and throws it on the floor.,berates the child for walking nearby while she is mowing the lawn.,offers some of her priceless wine to the minor.
n/a,Jasmine was born in the USA but grew up in Scotland and then Germany. She most recently lived in,n/a,Saarbrucken,Xiamen,Philadelphia,Edinburgh
n/a,Most march madness games come down to the wire. So,n/a,they are hard to predict,they are stupid,they are easy to predict,they are a waste of time
n/a,"A telephone was ringing in the darkness — a tinny, unfamiliar ring. The telephone",n/a,was picked up by no one,doesn't exist,may have cried all night,flew as high as possible
n/a,A dog runs across a field as a frisbee flies through the air. The dog,n/a,then skids to a stop across the turf as he successfully chomps down on the disc.,then answers his cell phone as the frisbee sails by.,then skids to a stop across the grass as dog is bitten into by the frisbee.,then stops to lap water out of the water cooler.
n/a,A dog walks into a lecture hall. It,n/a,circles around asking for food.,gives a lecture on dog barking habits.,teaches students about food nutrition.,gives a lecture on dog history.
n/a,A man living on a milk farm carries ten ten-pound milk cans. The man,n/a,carries one hundred pounds.,has a milk cow as wife.,loves lifting ten milk cows on his farm.,throws the milk cans ten miles high.
n/a,Tom told Sam to hold his horses. Tom,n/a,told Sam to wait and be patient.,hated horses.,was annoyed Sam's horses were roaming wild.,wanted Sam's horses off his lawn.
n/a,A parakeet lives in my neighbor's house. The parakeet,n/a,takes a bath in a sink.,does math homework.,runs outside chasing a ball.,dances on the streets.
n/a,"Rose asked Joseph a question, but he kept beating around the bush. He",n/a,is probably hiding something.,is a gardener.,found two rabbits in the bush.,is a violent person.
n/a,"Evan likes to stay at home and watch movies. However, Evan",n/a,often plays basketball with his friends,seldom watches movies,likes to sweep his home,likes to buy many movies
n/a,Our family sat down together at the Thanksgiving table.  Everyone,n/a,piled their plates high with mashed potatoes and cranberry sauce.,wore white shirts and pants to catch the paint splatter.,kept careful watch out the window as the zombie invasion had been announced on the news.,had a pocketful of cash in preparation for a long night of poker.
n/a,"On the beach on the island, someone looks skywards. Four planes",n/a,peel away from the mass of fighters and swoop towards him.,are being treated with retreating feet.,are dropped on the muddy ground.,"float across the studio, killing the last of the students."
n/a,"She took a bow after the performance, and",n/a,was applauded by the cheering audience.,tied it in her hair.,put the bow back.,got ready for the show to begin.
n/a,John was a polyamorous person. John,n/a,cheats on his wife.,juggled frequently at a local circus.,loves only one person.,has many lovers.
n/a,Sam was drawing a blank on the test. Sam,n/a,was failing to answer the test questions.,loved drawing blank lines on tests.,thought the test was too easy.,was too busy drawing to take the test.
n/a,A man is working inside a shop. He,n/a,rolls a tire over to a piece of equipment.,adjusts the camera and nails around.,talks about how to remove a sandwich.,is on a table playing croquette.
n/a,Dan is a bear. Dan,n/a,likes honey,has a dog,is a dog,kills space oranges
n/a,The forest is on fire. The forest,n/a,is making the atmosphere black.,won the lottery.,is being flooded.,is killing the fox.
n/a,Two friends are at a concert. They jump,n/a,and wave their hands in the air.,on the trampoline on the trampoline they bought.,off of a springboard and into the pool.,out of an airplane and onto the concert stage.
n/a,"The police demanded Ellen spill the beans, so she",n/a,told the truth.,prepared their favorite beans.,became a criminal.,began to cook.
n/a,A man runs across a field as a soccer ball flies through the air. The man then,n/a,"reaches out with his head, as the spherical ball smacks off of his forehead and careens into the goal past the goalie.",slows to a stop as he is kicked by the ball.,lies on the ground and takes a nap.,shaves his face off.
n/a,The dog chased the rabbit. The rabbit,n/a,died,got a new identity,ate the dog,fled the country
n/a,Alpha is a greek word like beta. Alpha,n/a,is used in mathematical notations,kick started the bike,and Beta are english words and not greek,is not a word
n/a,Joseph wants to learn to play the Violin well. He,n/a,gets lessons.,hangs out with a friend that plays the violin.,watches a video of the violin being crafted.,watches videos of Viola tutorials.
n/a,A woman sits and opens a book. The woman,n/a,smells that old book smell.,reads the words on her car.,eats the book.,sets the chair and book on fire.
n/a,Lily whispers a secret into Mandy's ear. Mandy,n/a,gasps in disbelief.,tells her a story about lightbulbs.,shouts about penguins.,kicks Lily in the face.
n/a,The filters in the coffee machine needed to be changed. They,n/a,had turned dark and smelled horrible,are one of the greatest inventions of all time i think,were bought from the Walmart,were a combination of cloth and paper
n/a,"George's neighbors caused a racket all night preventing him from sleeping. The next day,",n/a,George asked them to be quieter.,George played tennis with the racket.,"George bought neighbors, sleep, and racket.",George bought a new tennis racket.
n/a,"I like this laptop so much but it's too expensive, so I",n/a,did not buy it.,bought it.,destroyed it.,want to use it
n/a,On the last day of high school,n/a,my friends and I signed each others yearbooks.,a dog flew.,my pencil tip combusted from the fire I was writing.,the teacher helped us focus by dancing the chicken.
n/a,A girl is about to leave her house for school when it starts to rain. The girl,n/a,grabs an umbrella.,wishes she could become an umbrella.,throws salt at the rain.,grabs an umbrella and gives it to her dog.
n/a,A red ball besides the blue ball on the blue table near the window is moved under the red table besides a tree. Red ball,n/a,is more close to a tree than window now.,is on the red table near the window now.,is not near the window now.,bounces near the window.
n/a,"John is a professional swimmer, and stopped at the deep end. He",n/a,treaded,jumped in the water,drank water,yelled
n/a,The man is walking to the cinema. The man,n/a,is on a date. ,dislikes movies.,is eating with his data at home.,is learning to speak german.
n/a,The man with no arms went to get a cup of coffee. He,n/a,had a hard time due to his disability.,grabbed the cup and drank it.,instantly died.,veered left into the passing lane.
n/a,Bob is a top student in his school. He,n/a,got 10 points while most student got 1 points.,got 0 score in his exam while others are much better than him.,watches a favorite TV show.,was sad because of his bad score.
n/a,"Today when I got home, I started to play a video game. The video game",n/a,crashed immediately.,sent an email to my coworkers.,beat the main boss and celebrated.,finished the game and had a beer.
n/a,A boy is playing computer game. He,n/a,loves computer games,is a boy,is tired,loves programming
n/a,I was born in India but I wish I was born in Germany. I am,n/a,an Indian,German,American,Alien
n/a,"Five students are discussing about their group project, the students",n/a,have different ideas with each other,have pizza and beer,are enjoying the game,are doing homework individually
n/a,I throw a frisbee at my dog. The dog,n/a,chases after the frisbee.,sleeps.,throws the frisbee back at me.,"barks, ""Throw the frisbee harder next time!"""
